search_alph,too_many_math,zero_math
XIW,False,True
XIX,False,True
XIY,False,True
XIZ,False,True
XI',False,True
XUA,False,False
XUB,False,True
XUC,False,True
XUD,False,True
XUE,False,False
XUF,False,True
XUG,False,True
XUH,False,True
XUI,False,True
XUJ,False,True
XUK,False,True
XUL,False,True
XUM,False,False
XUN,False,False
XUO,False,True
XUP,False,True
XUQ,False,True
XUR,False,True
XUS,False,True
XUT,False,True
XUU,False,True
XUV,False,True
XUW,False,True
XUX,False,True
XUY,False,True
XUZ,False,True
XU',False,True
YAA,False,False
YAB,False,False
YAC,False,False
YAD,False,False
YAE,False,False
YAF,False,False
YAG,False,False
YAH,False,False
YAI,False,False
YAJ,False,False
YAK,False,False
YAL,False,False
YAM,False,False
YAN,True,False
YAO,False,False
YAP,False,False
YAQ,False,False
YAR,False,False
YAS,False,False
YAT,False,False
YAU,False,False
YAV,False,False
YAW,False,False
YAX,False,True
YAY,False,False
YAZ,False,False
YA',False,True
YEA,False,False
YEB,False,False
YEC,False,False
YED,False,False
YEE,False,False
YEF,False,False
YEG,False,False
YEH,False,False
YEI,False,True
YEJ,False,True
YEK,False,False
YEL,False,False
YEM,False,False
YEN,False,False
YEO,False,False
YEP,False,False
YEQ,False,True
YER,False,False
YES,False,False
YET,False,False
YEU,False,False
YEV,False,False
YEW,False,False
YEX,False,True
YEY,False,False
YEZ,False,False
YE',False,True
YIA,False,False
YIB,False,True
YIC,False,True
YID,False,True
YIE,False,False
YIF,False,True
YIG,False,False
YIH,False,False
YII,False,False
YIJ,False,True
YIK,False,False
YIL,False,False
YIM,False,False
YIN,True,False
YIO,False,False
YIP,False,False
YIQ,False,True
YIR,False,False
YIS,False,False
YIT,False,False
YIU,False,False
YIV,False,True
YIW,False,True
YIX,False,True
YIY,False,True
YIZ,False,False
YI',False,True
YOA,False,False
YOB,False,False
YOC,False,False
YOD,False,False
YOE,False,True
YOF,False,False
YOG,False,False
YOH,False,False
YOI,False,True
YOJ,False,False
YOK,False,False
YOL,False,False
YOM,False,False
YON,False,False
YOO,True,False
YOP,False,False
YOQ,False,True
YOR,False,False
YOS,False,False
YOT,False,False
YOU,True,False
YOV,False,False
YOW,False,False
YOX,False,True
YOY,False,True
YOZ,False,True
YO',False,True
YUA,True,False
YUB,False,True
YUC,False,False
YUD,False,False
YUE,False,False
YUF,False,True
YUG,False,False
YUH,False,False
YUI,False,False
YUJ,False,True
YUK,False,False
YUL,False,False
YUM,False,False
YUN,False,False
YUO,False,False
YUP,False,True
YUQ,False,True
YUR,False,False
YUS,False,False
YUT,False,False
YUU,False,True
YUV,False,True
YUW,False,True
YUX,False,False
YUY,False,True
YUZ,False,False
YU',False,True
ZAA,False,False
ZAB,False,False
ZAC,False,False
ZAD,False,False
ZAE,False,False
ZAF,False,False
ZAG,False,False
ZAH,False,False
ZAI,False,False
ZAJ,False,False
ZAK,False,False
ZAL,False,False
ZAM,True,False
ZAN,True,False
ZAO,False,False
ZAP,False,False
ZAQ,False,True
ZAR,True,False
ZAS,False,False
ZAT,False,False
ZAU,False,False
ZAV,False,False
ZAW,False,False
ZAX,False,False
ZAY,False,False
ZAZ,False,False
ZA',False,True
ZEA,False,False
ZEB,False,False
ZEC,False,False
ZED,False,False
ZEE,False,False
ZEF,False,True
ZEG,False,False
ZEH,False,False
ZEI,False,False
ZEJ,False,False
ZEK,False,False
ZEL,False,False
ZEM,False,False
ZEN,True,False
ZEO,False,True
ZEP,False,False
ZEQ,False,True
ZER,False,False
ZES,False,False
ZET,False,False
ZEU,False,False
ZEV,False,True
ZEW,False,True
ZEX,False,True
ZEY,False,False
ZEZ,False,False
ZE',False,True
ZHA,True,False
ZHB,False,True
ZHC,False,True
ZHD,False,False
ZHE,True,False
ZHF,False,True
ZHG,False,False
ZHH,False,True
ZHI,False,False
ZHJ,False,True
ZHK,False,True
ZHL,False,False
ZHM,False,False
ZHN,False,True
ZHO,True,False
ZHP,False,True
ZHQ,False,True
ZHR,False,True
ZHS,False,True
ZHT,False,True
ZHU,True,False
ZHV,False,True
ZHW,False,True
ZHX,False,True
ZHY,False,True
ZHZ,False,True
ZH',False,True
ZIA,False,False
ZIB,False,False
ZIC,False,False
ZID,False,False
ZIE,True,False
ZIF,False,False
ZIG,False,False
ZIH,False,False
ZII,False,True
ZIJ,False,False
ZIK,False,False
ZIL,False,False
ZIM,True,False
ZIN,False,False
ZIO,False,False
ZIP,False,False
ZIQ,False,True
ZIR,False,False
ZIS,False,False
ZIT,False,False
ZIU,False,True
ZIV,False,False
ZIW,False,False
ZIX,False,True
ZIY,False,False
ZIZ,False,False
ZI',False,True
ZOA,False,False
ZOB,False,False
ZOC,False,False
ZOD,False,True
ZOE,False,False
ZOF,False,True
ZOG,False,False
ZOH,False,False
ZOI,False,True
ZOJ,False,True
ZOK,False,False
ZOL,False,False
ZOM,False,False
ZON,False,False
ZOO,False,False
ZOP,False,False
ZOQ,False,False
ZOR,False,False
ZOS,False,False
ZOT,False,False
ZOU,False,False
ZOV,False,True
ZOW,False,False
ZOX,False,True
ZOY,False,True
ZOZ,False,False
ZO',False,True
ZUA,False,False
ZUB,False,False
ZUC,False,False
ZUD,False,False
ZUE,False,False
ZUF,False,False
ZUG,False,False
ZUH,False,False
ZUI,False,False
ZUJ,False,False
ZUK,False,False
ZUL,False,False
ZUM,False,False
ZUN,False,False
ZUO,False,False
ZUP,False,False
ZUQ,False,True
ZUR,False,False
ZUS,False,False
ZUT,False,False
ZUU,False,False
ZUV,False,True
ZUW,False,True
ZUX,False,True
ZUY,False,False
ZUZ,False,False
ZU',False,False
ABBA,False,False
ABBB,False,True
ABBC,False,True
ABBD,False,True
ABBE,False,False
ABBF,False,True
ABBG,False,True
ABBH,False,True
ABBI,False,False
ABBJ,False,True
ABBK,False,True
ABBL,False,True
ABBM,False,True
ABBN,False,True
ABBO,False,False
ABBP,False,True
ABBQ,False,True
ABBR,False,False
ABBS,False,True
ABBT,False,True
ABBU,False,False
ABBV,False,True
ABBW,False,True
ABBX,False,True
ABBY,False,True
ABBZ,False,True
ABB',False,True
ABDA,False,False
ABDB,False,True
ABDC,False,True
ABDD,False,False
ABDE,False,False
ABDF,False,True
ABDG,False,True
ABDH,False,True
ABDI,False,False
ABDJ,False,True
ABDK,False,True
ABDL,False,True
ABDM,False,False
ABDN,False,True
ABDO,False,False
ABDP,False,True
ABDQ,False,True
ABDR,False,True
ABDS,False,True
ABDT,False,True
ABDU,False,False
ABDV,False,True
ABDW,False,True
ABDX,False,True
ABDY,False,False
ABDZ,False,True
ABD',False,True
ABEA,False,True
ABEB,False,False
ABEC,False,False
ABED,False,False
ABEE,False,True
ABEF,False,True
ABEG,False,False
ABEH,False,True
ABEI,False,True
ABEJ,False,True
ABEK,False,True
ABEL,False,False
ABEM,False,True
ABEN,False,False
ABEO,False,True
ABEP,False,True
ABEQ,False,True
ABER,False,False
ABES,False,False
ABET,False,True
ABEU,False,True
ABEV,False,True
ABEW,False,True
ABEX,False,True
ABEY,False,False
ABEZ,False,True
ABE',False,True
ABRA,True,False
ABRB,False,True
ABRC,False,True
ABRD,False,True
ABRE,False,False
ABRF,False,True
ABRG,False,True
ABRH,False,True
ABRI,False,False
ABRJ,False,True
ABRK,False,True
ABRL,False,True
ABRM,False,True
ABRN,False,True
ABRO,False,False
ABRP,False,True
ABRQ,False,True
ABRR,False,True
ABRS,False,True
ABRT,False,True
ABRU,False,False
ABRV,False,True
ABRW,False,True
ABRX,False,True
ABRY,False,False
ABRZ,False,True
ABR',False,True
ADAA,False,True
ADAB,False,False
ADAC,False,False
ADAD,False,False
ADAE,False,True
ADAF,False,True
ADAG,False,True
ADAH,False,True
ADAI,False,False
ADAJ,False,True
ADAK,False,False
ADAL,False,False
ADAM,True,False
ADAN,False,False
ADAO,False,False
ADAP,False,True
ADAQ,False,True
ADAR,False,False
ADAS,False,False
ADAT,False,False
ADAU,False,True
ADAV,False,True
ADAW,False,True
ADAX,False,True
ADAY,False,True
ADAZ,False,True
ADA',False,True
AHMA,False,False
AHMB,False,True
AHMC,False,True
AHMD,False,True
AHME,False,False
AHMF,False,True
AHMG,False,True
AHMH,False,True
AHMI,False,False
AHMJ,False,True
AHMK,False,True
AHML,False,True
AHMM,False,True
AHMN,False,True
AHMO,False,True
AHMP,False,True
AHMQ,False,True
AHMR,False,True
AHMS,False,True
AHMT,False,True
AHMU,False,True
AHMV,False,True
AHMW,False,True
AHMX,False,True
AHMY,False,True
AHMZ,False,True
AHM',False,True
ALAA,False,True
ALAB,False,False
ALAC,False,False
ALAD,False,False
ALAE,False,False
ALAF,False,False
ALAG,False,False
ALAH,False,False
ALAI,False,False
ALAJ,False,False
ALAK,False,False
ALAL,False,False
ALAM,False,False
ALAN,False,False
ALAO,False,False
ALAP,False,False
ALAQ,False,True
ALAR,False,False
ALAS,False,False
ALAT,False,False
ALAU,False,False
ALAV,False,False
ALAW,False,False
ALAX,False,True
ALAY,False,False
ALAZ,False,False
ALA',False,True
ALBA,False,False
ALBB,False,True
ALBC,False,True
ALBD,False,True
ALBE,False,False
ALBF,False,True
ALBG,False,True
ALBH,False,True
ALBI,False,False
ALBJ,False,True
ALBK,False,True
ALBL,False,False
ALBM,False,True
ALBN,False,True
ALBO,False,False
ALBP,False,True
ALBQ,False,True
ALBR,False,False
ALBS,False,True
ALBT,False,True
ALBU,False,False
ALBV,False,True
ALBW,False,True
ALBX,False,True
ALBY,False,True
ALBZ,False,True
ALB',False,True
ALEA,False,False
ALEB,False,False
ALEC,False,False
ALED,False,False
ALEE,False,False
ALEF,False,False
ALEG,False,False
ALEH,False,False
ALEI,False,False
ALEJ,False,False
ALEK,False,False
ALEL,False,False
ALEM,False,False
ALEN,False,False
ALEO,False,False
ALEP,False,True
ALEQ,False,True
ALER,False,True
ALES,False,False
ALET,False,False
ALEU,False,True
ALEV,False,False
ALEW,False,False
ALEX,True,False
ALEY,False,False
ALEZ,False,True
ALE',False,True
ALIA,False,False
ALIB,False,False
ALIC,False,False
ALID,False,False
ALIE,False,False
ALIF,False,False
ALIG,False,False
ALIH,False,False
ALII,False,True
ALIJ,False,False
ALIK,False,False
ALIL,False,False
ALIM,False,False
ALIN,False,False
ALIO,False,False
ALIP,False,False
ALIQ,False,True
ALIR,False,False
ALIS,False,False
ALIT,False,True
ALIU,False,False
ALIV,False,True
ALIW,False,False
ALIX,False,True
ALIY,False,False
ALIZ,False,False
ALI',False,True
ALLA,False,False
ALLB,False,True
ALLC,False,False
ALLD,False,False
ALLE,True,False
ALLF,False,True
ALLG,False,False
ALLH,False,True
ALLI,False,False
ALLJ,False,True
ALLK,False,True
ALLL,False,True
ALLM,False,False
ALLN,False,True
ALLO,False,False
ALLP,False,False
ALLQ,False,True
ALLR,False,True
ALLS,False,False
ALLT,False,False
ALLU,False,False
ALLV,False,True
ALLW,False,False
ALLX,False,True
ALLY,False,False
ALLZ,False,True
ALL',False,True
ALMA,False,False
ALMB,False,True
ALMC,False,True
ALMD,False,True
ALME,False,False
ALMF,False,True
ALMG,False,False
ALMH,False,True
ALMI,False,False
ALMJ,False,True
ALMK,False,False
ALML,False,False
ALMM,False,True
ALMN,False,True
ALMO,False,False
ALMP,False,True
ALMQ,False,False
ALMR,False,True
ALMS,False,False
ALMT,False,True
ALMU,False,False
ALMV,False,True
ALMW,False,True
ALMX,False,True
ALMY,False,True
ALMZ,False,True
ALM',False,True
ALTA,False,False
ALTB,False,True
ALTC,False,True
ALTD,False,True
ALTE,False,False
ALTF,False,True
ALTG,False,True
ALTH,False,False
ALTI,False,False
ALTJ,False,True
ALTK,False,True
ALTL,False,True
ALTM,False,False
ALTN,False,False
ALTO,False,False
ALTP,False,True
ALTQ,False,True
ALTR,False,False
ALTS,False,False
ALTT,False,True
ALTU,False,False
ALTV,False,False
ALTW,False,False
ALTX,False,True
ALTY,False,False
ALTZ,False,True
ALT',False,True
ALVA,False,False
ALVB,False,True
ALVC,False,True
ALVD,False,True
ALVE,False,False
ALVF,False,True
ALVG,False,True
ALVH,False,True
ALVI,False,False
ALVJ,False,True
ALVK,False,True
ALVL,False,True
ALVM,False,True
ALVN,False,True
ALVO,False,False
ALVP,False,True
ALVQ,False,True
ALVR,False,True
ALVS,False,True
ALVT,False,True
ALVU,False,True
ALVV,False,True
ALVW,False,True
ALVX,False,True
ALVY,False,True
ALVZ,False,True
ALV',False,True
AMIA,False,False
AMIB,False,True
AMIC,False,False
AMID,False,False
AMIE,False,False
AMIF,False,True
AMIG,False,False
AMIH,False,False
AMII,False,True
AMIJ,False,True
AMIK,False,True
AMIL,False,False
AMIM,False,True
AMIN,False,False
AMIO,False,False
AMIP,False,True
AMIQ,False,True
AMIR,False,False
AMIS,False,False
AMIT,False,False
AMIU,False,True
AMIV,False,True
AMIW,False,True
AMIX,False,True
AMIY,False,True
AMIZ,False,True
AMI',False,True
ANDA,False,False
ANDB,False,True
ANDC,False,True
ANDD,False,True
ANDE,True,False
ANDF,False,True
ANDG,False,True
ANDH,False,True
ANDI,False,False
ANDJ,False,False
ANDK,False,True
ANDL,False,False
ANDM,False,True
ANDN,False,True
ANDO,False,False
ANDP,False,True
ANDQ,False,True
ANDR,True,False
ANDS,False,True
ANDT,False,True
ANDU,False,False
ANDV,False,True
ANDW,False,True
ANDX,False,True
ANDY,False,True
ANDZ,False,False
AND',False,True
ANGA,False,False
ANGB,False,True
ANGC,False,True
ANGD,False,True
ANGE,False,False
ANGF,False,True
ANGG,False,False
ANGH,False,False
ANGI,False,False
ANGJ,False,True
ANGK,False,True
ANGL,False,False
ANGM,False,True
ANGN,False,True
ANGO,False,False
ANGP,False,True
ANGQ,False,False
ANGR,False,False
ANGS,False,False
ANGT,False,True
ANGU,False,False
ANGV,False,True
ANGW,False,False
ANGX,False,True
ANGY,False,False
ANGZ,False,True
ANG',False,True
ANTA,False,False
ANTB,False,True
ANTC,False,True
ANTD,False,True
ANTE,False,False
ANTF,False,True
ANTG,False,True
ANTH,False,False
ANTI,False,False
ANTJ,False,True
ANTK,False,False
ANTL,False,False
ANTM,False,False
ANTN,False,True
ANTO,True,False
ANTP,False,True
ANTQ,False,True
ANTR,False,False
ANTS,False,False
ANTT,False,True
ANTU,False,False
ANTV,False,True
ANTW,False,False
ANTX,False,True
ANTY,False,True
ANTZ,False,True
ANT',False,True
ARAA,False,False
ARAB,False,False
ARAC,False,True
ARAD,False,False
ARAE,False,True
ARAF,False,False
ARAG,False,False
ARAH,False,True
ARAI,False,False
ARAJ,False,False
ARAK,False,False
ARAL,False,False
ARAM,False,False
ARAN,False,False
ARAO,False,False
ARAP,False,False
ARAQ,False,True
ARAR,False,False
ARAS,False,False
ARAT,False,False
ARAU,False,False
ARAV,False,False
ARAW,False,False
ARAX,False,True
ARAY,False,False
ARAZ,False,False
ARA',False,True
ARMA,False,False
ARMB,False,False
ARMC,False,True
ARMD,False,True
ARME,False,False
ARMF,False,True
ARMG,False,True
ARMH,False,True
ARMI,False,False
ARMJ,False,True
ARMK,False,False
ARML,False,True
ARMM,False,True
ARMN,False,True
ARMO,False,False
ARMP,False,True
ARMQ,False,True
ARMR,False,True
ARMS,False,False
ARMT,False,True
ARMU,False,True
ARMV,False,True
ARMW,False,True
ARMX,False,True
ARMY,False,True
ARMZ,False,True
ARM',False,True
ARNA,False,False
ARNB,False,False
ARNC,False,True
ARND,False,False
ARNE,False,False
ARNF,False,False
ARNG,False,True
ARNH,False,False
ARNI,False,True
ARNJ,False,True
ARNK,False,True
ARNL,False,False
ARNM,False,True
ARNN,False,True
ARNO,False,False
ARNP,False,True
ARNQ,False,False
ARNR,False,True
ARNS,False,False
ARNT,False,False
ARNU,False,False
ARNV,False,True
ARNW,False,True
ARNX,False,True
ARNY,False,True
ARNZ,False,True
ARN',False,True
ASHA,False,False
ASHB,False,False
ASHC,False,False
ASHD,False,False
ASHE,False,False
ASHF,False,False
ASHG,False,True
ASHH,False,True
ASHI,False,False
ASHJ,False,True
ASHK,False,False
ASHL,False,False
ASHM,False,False
ASHN,False,True
ASHO,False,False
ASHP,False,True
ASHQ,False,True
ASHR,False,False
ASHS,False,True
ASHT,False,False
ASHU,False,False
ASHV,False,True
ASHW,False,False
ASHX,False,True
ASHY,False,False
ASHZ,False,True
ASH',False,True
ASSA,False,False
ASSB,False,False
ASSC,False,False
ASSD,False,False
ASSE,False,False
ASSF,False,False
ASSG,False,False
ASSH,True,False
ASSI,False,False
ASSJ,False,True
ASSK,False,False
ASSL,False,False
ASSM,False,False
ASSN,False,False
ASSO,False,False
ASSP,False,False
ASSQ,False,False
ASSR,False,False
ASSS,False,False
ASST,False,False
ASSU,False,False
ASSV,False,False
ASSW,False,False
ASSX,False,True
ASSY,False,False
ASSZ,False,True
ASS',False,False
BABA,False,False
BABB,False,False
BABC,False,False
BABD,False,True
BABE,False,False
BABF,False,True
BABG,False,True
BABH,False,True
BABI,False,False
BABJ,False,True
BABK,False,True
BABL,False,False
BABM,False,True
BABN,False,True
BABO,False,False
BABP,False,True
BABQ,False,True
BABR,False,True
BABS,False,False
BABT,False,True
BABU,False,False
BABV,False,True
BABW,False,True
BABX,False,True
BABY,False,False
BABZ,False,True
BAB',False,True
BACA,False,False
BACB,False,True
BACC,False,False
BACD,False,True
BACE,False,False
BACF,False,True
BACG,False,True
BACH,False,False
BACI,False,False
BACJ,False,True
BACK,False,False
BACL,False,False
BACM,False,True
BACN,False,True
BACO,False,False
BACP,False,True
BACQ,False,True
BACR,False,False
BACS,False,False
BACT,False,True
BACU,False,False
BACV,False,False
BACW,False,True
BACX,False,True
BACY,False,True
BACZ,False,False
BAC',False,True
BADA,False,False
BADB,False,False
BADC,False,True
BADD,False,False
BADE,False,False
BADF,False,True
BADG,False,False
BADH,False,True
BADI,False,False
BADJ,False,True
BADK,False,False
BADL,False,False
BADM,False,True
BADN,False,False
BADO,False,False
BADP,False,True
BADQ,False,True
BADR,False,False
BADS,False,False
BADT,False,True
BADU,False,False
BADV,False,True
BADW,False,True
BADX,False,True
BADY,False,True
BADZ,False,False
BAD',False,True
BAEA,False,False
BAEB,False,False
BAEC,False,False
BAED,False,False
BAEE,False,True
BAEF,False,True
BAEG,False,True
BAEH,False,False
BAEI,False,True
BAEJ,False,True
BAEK,False,False
BAEL,False,False
BAEM,False,True
BAEN,False,False
BAEO,False,True
BAEP,False,True
BAEQ,False,True
BAER,False,False
BAES,False,False
BAET,False,False
BAEU,False,False
BAEV,False,False
BAEW,False,True
BAEX,False,True
BAEY,False,True
BAEZ,False,False
BAE',False,True
BAGA,False,False
BAGB,False,False
BAGC,False,False
BAGD,False,False
BAGE,False,False
BAGF,False,True
BAGG,False,False
BAGH,False,False
BAGI,False,False
BAGJ,False,True
BAGK,False,False
BAGL,False,False
BAGM,False,True
BAGN,False,False
BAGO,False,False
BAGP,False,True
BAGQ,False,True
BAGR,False,False
BAGS,False,True
BAGT,False,True
BAGU,False,False
BAGV,False,True
BAGW,False,False
BAGX,False,True
BAGY,False,True
BAGZ,False,True
BAG',False,True
BAIA,False,False
BAIB,False,True
BAIC,False,False
BAID,False,False
BAIE,False,False
BAIF,False,True
BAIG,False,False
BAIH,False,False
BAII,False,True
BAIJ,False,True
BAIK,False,False
BAIL,False,False
BAIM,False,True
BAIN,False,False
BAIO,False,False
BAIP,False,True
BAIQ,False,True
BAIR,False,False
BAIS,False,False
BAIT,False,False
BAIU,False,True
BAIV,False,True
BAIW,False,True
BAIX,False,True
BAIY,False,True
BAIZ,False,False
BAI',False,True
BAKA,False,False
BAKB,False,True
BAKC,False,True
BAKD,False,True
BAKE,True,False
BAKF,False,True
BAKG,False,True
BAKH,False,False
BAKI,False,False
BAKJ,False,True
BAKK,False,False
BAKL,False,False
BAKM,False,True
BAKN,False,False
BAKO,False,False
BAKP,False,True
BAKQ,False,True
BAKR,False,False
BAKS,False,False
BAKT,False,False
BAKU,False,False
BAKV,False,True
BAKW,False,True
BAKX,False,False
BAKY,False,True
BAKZ,False,True
BAK',False,True
BALA,True,False
BALB,False,False
BALC,False,False
BALD,False,False
BALE,False,False
BALF,False,False
BALG,False,False
BALH,False,True
BALI,False,False
BALJ,False,True
BALK,False,False
BALL,True,False
BALM,False,False
BALN,False,True
BALO,False,False
BALP,False,True
BALQ,False,True
BALR,False,False
BALS,False,False
BALT,False,False
BALU,False,False
BALV,False,True
BALW,False,False
BALX,False,True
BALY,False,False
BALZ,False,False
BAL',False,True
BANA,False,False
BANB,False,True
BANC,False,False
BAND,False,False
BANE,False,False
BANF,False,False
BANG,False,False
BANH,False,False
BANI,False,False
BANJ,False,False
BANK,False,False
BANL,False,True
BANM,False,True
BANN,False,False
BANO,False,False
BANP,False,True
BANQ,False,True
BANR,False,True
BANS,False,False
BANT,False,False
BANU,False,False
BANV,False,True
BANW,False,False
BANX,False,True
BANY,False,False
BANZ,False,False
BAN',False,True
BARA,True,False
BARB,True,False
BARC,False,False
BARD,False,False
BARE,False,False
BARF,False,False
BARG,False,False
BARH,False,False
BARI,False,False
BARJ,False,False
BARK,False,False
BARL,False,False
BARM,False,False
BARN,True,False
BARO,False,False
BARP,False,True
BARQ,False,False
BARR,True,False
BARS,False,False
BART,True,False
BARU,False,False
BARV,False,False
BARW,False,False
BARX,False,True
BARY,False,False
BARZ,False,False
BAR',False,True
BASA,False,False
BASB,False,True
BASC,False,False
BASD,False,False
BASE,False,False
BASF,False,False
BASG,False,True
BASH,False,False
BASI,False,False
BASJ,False,True
BASK,False,False
BASL,False,False
BASM,False,False
BASN,False,False
BASO,False,False
BASP,False,True
BASQ,False,True
BASR,False,False
BASS,True,False
BAST,False,False
BASU,False,False
BASV,False,True
BASW,False,True
BASX,False,True
BASY,False,False
BASZ,False,False
BAS',False,True
BATA,False,False
BATB,False,True
BATC,False,False
BATD,False,True
BATE,False,False
BATF,False,False
BATG,False,True
BATH,False,False
BATI,False,False
BATJ,False,True
BATK,False,False
BATL,False,False
BATM,False,False
BATN,False,True
BATO,False,False
BATP,False,True
BATQ,False,True
BATR,False,False
BATS,False,False
BATT,False,False
BATU,False,False
BATV,False,True
BATW,False,True
BATX,False,True
BATY,False,False
BATZ,False,False
BAT',False,True
BAUA,False,True
BAUB,False,True
BAUC,False,False
BAUD,False,False
BAUE,True,False
BAUF,False,True
BAUG,False,False
BAUH,False,False
BAUI,False,True
BAUJ,False,True
BAUK,False,False
BAUL,False,False
BAUM,True,False
BAUN,False,True
BAUO,False,True
BAUP,False,True
BAUQ,False,True
BAUR,False,False
BAUS,False,False
BAUT,False,False
BAUU,False,True
BAUV,False,True
BAUW,False,False
BAUX,False,True
BAUY,False,True
BAUZ,False,True
BAU',False,True
BAYA,False,False
BAYB,False,False
BAYC,False,True
BAYD,False,False
BAYE,False,False
BAYF,False,True
BAYG,False,True
BAYH,False,False
BAYI,False,False
BAYJ,False,True
BAYK,False,False
BAYL,False,False
BAYM,False,False
BAYN,False,False
BAYO,False,False
BAYP,False,True
BAYQ,False,True
BAYR,False,False
BAYS,False,False
BAYT,False,False
BAYU,False,False
BAYV,False,True
BAYW,False,True
BAYX,False,True
BAYY,False,True
BAYZ,False,False
BAY',False,True
BEAA,False,True
BEAB,False,True
BEAC,False,False
BEAD,False,False
BEAE,False,True
BEAF,False,True
BEAG,False,False
BEAH,False,True
BEAI,False,False
BEAJ,False,True
BEAK,False,True
BEAL,False,False
BEAM,False,False
BEAN,False,False
BEAO,False,True
BEAP,False,True
BEAQ,False,True
BEAR,False,False
BEAS,False,False
BEAT,False,False
BEAU,False,False
BEAV,False,False
BEAW,False,True
BEAX,False,True
BEAY,False,True
BEAZ,False,False
BEA',False,True
BECA,False,False
BECB,False,True
BECC,False,False
BECD,False,True
BECE,False,False
BECF,False,True
BECG,False,True
BECH,False,False
BECI,False,True
BECJ,False,True
BECK,True,False
BECL,False,True
BECM,False,True
BECN,False,False
BECO,False,True
BECP,False,True
BECQ,False,True
BECR,False,True
BECS,False,True
BECT,False,False
BECU,False,True
BECV,False,False
BECW,False,True
BECX,False,True
BECY,False,True
BECZ,False,True
BEC',False,True
BEHA,False,False
BEHB,False,False
BEHC,False,True
BEHD,False,False
BEHE,False,False
BEHF,False,True
BEHG,False,True
BEHH,False,True
BEHI,False,True
BEHJ,False,True
BEHK,False,False
BEHL,False,False
BEHM,False,False
BEHN,False,False
BEHO,False,False
BEHP,False,True
BEHQ,False,True
BEHR,False,False
BEHS,False,False
BEHT,False,False
BEHU,False,True
BEHV,False,True
BEHW,False,True
BEHX,False,True
BEHY,False,True
BEHZ,False,False
BEH',False,True
BELA,False,False
BELB,False,False
BELC,False,False
BELD,False,False
BELE,False,False
BELF,False,False
BELG,False,False
BELH,False,False
BELI,False,False
BELJ,False,True
BELK,False,False
BELL,True,False
BELM,False,False
BELN,False,False
BELO,False,False
BELP,False,True
BELQ,False,True
BELR,False,False
BELS,False,False
BELT,False,False
BELU,False,False
BELV,False,False
BELW,False,False
BELX,False,True
BELY,False,False
BELZ,False,False
BEL',False,True
BENA,False,False
BENB,False,False
BENC,False,False
BEND,False,False
BENE,False,False
BENF,False,False
BENG,False,False
BENH,False,False
BENI,False,False
BENJ,False,False
BENK,False,False
BENL,False,False
BENM,False,False
BENN,True,False
BENO,False,False
BENP,False,True
BENQ,False,True
BENR,False,False
BENS,False,False
BENT,False,False
BENU,False,True
BENV,False,False
BENW,False,True
BENX,False,True
BENY,False,False
BENZ,False,False
BEN',False,False
BERA,False,False
BERB,False,False
BERC,False,False
BERD,False,False
BERE,False,False
BERF,False,True
BERG,True,False
BERH,False,False
BERI,False,False
BERJ,False,False
BERK,False,False
BERL,False,False
BERM,False,False
BERN,True,False
BERO,False,False
BERP,False,True
BERQ,False,False
BERR,False,False
BERS,False,False
BERT,True,False
BERU,False,False
BERV,False,True
BERW,False,False
BERX,False,True
BERY,False,False
BERZ,False,False
BER',False,True
BESA,False,False
BESB,False,False
BESC,False,False
BESD,False,False
BESE,False,False
BESF,False,True
BESG,False,True
BESH,False,False
BESI,False,False
BESJ,False,False
BESK,False,False
BESL,False,False
BESM,False,True
BESN,False,False
BESO,False,False
BESP,False,False
BESQ,False,True
BESR,False,True
BESS,True,False
BEST,False,False
BESU,False,True
BESV,False,True
BESW,False,False
BESX,False,True
BESY,False,True
BESZ,False,True
BES',False,True
BETA,False,False
BETB,False,True
BETC,False,False
BETD,False,True
BETE,False,False
BETF,False,True
BETG,False,True
BETH,False,False
BETI,False,False
BETJ,False,True
BETK,False,False
BETL,False,False
BETM,False,True
BETN,False,True
BETO,False,False
BETP,False,True
BETQ,False,True
BETR,False,True
BETS,False,False
BETT,False,False
BETU,False,True
BETV,False,True
BETW,False,True
BETX,False,True
BETY,False,True
BETZ,False,False
BET',False,True
BHAA,False,True
BHAB,False,False
BHAC,False,True
BHAD,False,False
BHAE,False,True
BHAF,False,True
BHAG,False,False
BHAH,False,True
BHAI,False,True
BHAJ,False,True
BHAK,False,False
BHAL,False,False
BHAM,False,False
BHAN,False,False
BHAO,False,True
BHAP,False,False
BHAQ,False,True
BHAR,False,False
BHAS,False,False
BHAT,True,False
BHAU,False,False
BHAV,False,False
BHAW,False,False
BHAX,False,True
BHAY,False,False
BHAZ,False,True
BHA',False,True
BIEA,False,True
BIEB,False,False
BIEC,False,False
BIED,False,False
BIEE,False,True
BIEF,False,True
BIEG,False,False
BIEH,False,False
BIEI,False,True
BIEJ,False,True
BIEK,False,True
BIEL,False,False
BIEM,False,False
BIEN,False,False
BIEO,False,True
BIEP,False,True
BIEQ,False,True
BIER,False,False
BIES,False,False
BIET,False,False
BIEU,False,True
BIEV,False,True
BIEW,False,False
BIEX,False,True
BIEY,False,True
BIEZ,False,False
BIE',False,True
BILA,False,False
BILB,False,False
BILC,False,True
BILD,False,False
BILE,False,False
BILF,False,False
BILG,False,False
BILH,False,False
